OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,CANCER,RESP,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_CANCER,D5_CANCER,D2_RESP,D5_RESP,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_CANCER,P_RESP,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_CANCER,P_D5_CANCER,P_D2_RESP,P_D5_RESP,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
5867,6037132001,California,CA,Los Angeles,9,3213,3213,2244,1188,1188,1772,0.381263617,0.129634789,1819,0.566137566,631,0.196389667,54,0.030474041,121,0.101851852,321,0.143048128,139,0.043261749,482,0.150015562,0.176410256,8.95392137,71.64722,0.262586275,30,0.4,303.3010249,20.40342732,506,0.425925926,0.066770643,0.344221708,6.4735793,0,0.001295588,20.96949891,7.129913386,27.45098039,9.333704797,20.96949894,7.129913395,16.01307191,5.444661138,21.73202617,7.389182973,19.82570806,6.74100902,2.668845316,0.907443522,25.92592593,8.815165641,15.63180828,5.315026343,24.01960784,8.166991697,24.40087146,8.296626486,0,0,14.10675381,4.796487187,39,46,41,38,17,68,57,32,57,51,55,72,55,42,57,52,7,68,41,63,64,0,37,54,56,62,64,52,55,57,61,65,68,51,54,9,9,61,62,43,46,55,59,57,62,0,0,40,41,968646,0,0,0,0,0,0.039144648,9.4736E-05
5868,6037132002,California,CA,Los Angeles,9,3596,3546,2477,1145,1170,2109,0.474772449,0.147242739,2511,0.698275862,891,0.251269036,75,0.035561878,132,0.115283843,416,0.167945095,250,0.069521691,421,0.117074527,0.166153846,8.967130959,72.01269,0.266773577,30,0.4,304.5494567,97.72857986,868,0.741880342,0.069192903,0.310986377,6.95405746,0,0.000652421,26.11248468,8.098350667,34.65838876,10.74871998,26.58725714,8.245593384,19.94044286,6.184195038,27.06202959,8.392836123,25.16293979,7.803865188,11.86931122,3.681068485,44.15383774,13.69357476,20.4152153,6.331437794,28.48634693,8.834564364,31.80975407,9.86526354,0,0,15.19271836,4.711767661,54,54,55,49,23,72,61,69,38,38,55,73,56,42,57,53,25,93,43,60,67,0,32,62,61,73,70,61,61,64,65,71,72,60,60,32,31,82,79,51,52,62,62,69,69,0,0,42,40,1600216,0,0,0,1,0,0.063735041,0.000156509
5869,6037132101,California,CA,Los Angeles,9,4592,4592,2904,1591,1678,2343,0.569033101,0.199963798,3351,0.729747387,1875,0.408318815,182,0.07767819,270,0.169704588,490,0.168732782,639,0.139155052,328,0.071428571,0.175384615,9.054235068,71.73953,0.279559193,30,0.4,337.795706,80.42442024,778,0.463647199,0.075648835,0.424567469,6.297180619,0,0.106882391,33.00391986,11.5979003,40.97038328,14.39739348,33.00391986,11.59790028,23.89939024,8.398479516,32.43488676,11.39793649,30.72778746,10.79804511,11.94969512,4.199239765,40.97038328,14.39739348,26.17552265,9.198334724,37.55618467,13.19761069,35.84908537,12.5977193,0,0,36.41811847,12.79768309,69,73,59,75,68,84,62,98,12,50,58,72,58,42,57,54,21,72,46,66,63,0,64,69,73,80,81,69,73,73,76,77,80,68,73,32,35,79,80,60,65,74,77,74,78,0,0,77,80,810523,0,0,0,1,4,0.036356013,7.92691E-05
5870,6037132102,California,CA,Los Angeles,9,5347,5347,3955,2141,2154,3216,0.523471105,0.200434764,3724,0.696465308,1874,0.350476903,249,0.077425373,394,0.184026156,866,0.218963338,281,0.052552833,1037,0.193940527,0.171282051,8.964644932,72.80622,0.273757166,30,0.4,307.4931705,142.2887094,601,0.279015785,0.073846698,0.377844838,7.948414398,1.672195752,0.000378137,28.79091079,11.02391203,38.73686179,14.83217255,29.83785299,11.42478155,21.98578641,8.418260088,29.83785299,11.42478155,27.74396858,10.6230425,18.32148869,7.015216746,28.79091079,11.02391203,23.55619974,9.019564388,33.50215074,12.82782491,37.68991958,14.43130302,40.30727511,15.43347684,14.65719095,5.612173397,62,73,55,67,68,86,71,45,76,45,55,74,57,42,57,53,35,55,45,64,72,77,28,65,71,78,82,65,73,69,76,74,80,64,72,46,54,65,70,56,65,69,76,76,83,82,86,41,47,1371329,0,0,0,1,4,0.054677131,0.000134134
5871,6037132301,California,CA,Los Angeles,9,4074,4074,2686,1373,1480,2507,0.631688758,0.209262077,3596,0.882670594,1551,0.380706922,109,0.043478261,325,0.236707939,622,0.231571109,190,0.046637212,354,0.086892489,0.153846154,8.856959178,72.05508,0.250236788,30,0.4,288.5600747,109.1889259,278,0.187837838,0.062302213,0.209645225,7.674007835,3.7643122,0.000676779,33.47950417,11.09089008,46.11327933,15.27613162,32.84781542,10.881628,26.53092784,8.789007234,36.00625921,11.92793839,32.84781541,10.881628,17.68728522,5.859338156,28.42599411,9.416793464,24.63586156,8.161221003,30.95274914,10.25384177,44.21821306,14.64834539,54.95692194,18.2058007,20.84572901,6.905648541,78,76,78,71,32,92,73,37,20,24,53,73,52,42,57,52,28,45,39,49,70,87,33,70,71,85,83,69,71,79,77,81,81,71,73,45,47,64,64,58,61,66,68,83,83,92,90,54,56,631000,0,0,0,4,4,0.042030248,6.1718E-05
5872,6037132302,California,CA,Los Angeles,9,3359,3311,2474,977,1003,2157,0.580386101,0.188950932,2777,0.826734147,1106,0.334038055,104,0.048215114,171,0.175025589,578,0.233629749,70,0.020839536,328,0.09764811,0.153846154,8.856959178,72.05508,0.250236788,30,0.4,291.1777667,5.092406376,614,0.612163509,0.061368338,0.203634737,6.043204333,3.73056082,0.001099449,30.76046335,10.0143994,42.36818537,13.79341804,30.18007725,9.825448464,24.37621624,7.935939144,33.08200776,10.77020312,30.18007725,9.825448467,1.160772202,0.377901864,49.33281859,16.06082923,22.63505794,7.369086351,27.27814675,8.880693807,35.98393826,11.71495779,50.49359079,16.43873109,20.89389964,6.802233554,71,69,70,64,37,85,73,8,26,24,53,73,52,42,57,52,2,85,39,47,62,87,36,67,68,81,79,66,67,74,73,78,78,68,69,4,4,87,85,55,57,61,63,74,75,89,88,54,55,647601,0,0,0,3,2,0.042175025,6.33396E-05
5873,6037132501,California,CA,Los Angeles,9,4785,4423,3433,1274,1305,2516,0.499644184,0.193813429,3518,0.735214211,1168,0.264074158,182,0.072337043,183,0.143642072,1045,0.304398485,226,0.04723093,909,0.189968652,0.184615385,8.739843836,71.36692,0.242113137,30,0.3,270.9078439,116.6081753,668,0.511877395,0.054987315,0.15969581,6.543394845,0,0.001137852,24.98220922,9.690671429,35.4747371,13.76075343,24.9822092,9.69067145,20.98505573,8.140164018,8.493951128,3.294828293,24.98220922,9.690671429,14.98932553,5.814402857,37.97295802,14.72982057,17.48754646,6.78347,17.98719064,6.977283429,32.47687199,12.59787286,0,0,17.98719064,6.977283429,58,71,59,51,63,79,83,38,75,60,50,71,50,42,17,50,30,76,35,36,65,0,36,60,67,74,79,59,67,67,74,44,49,60,69,39,46,76,81,46,55,45,53,70,78,0,0,48,56,700497,4303,0,0,0,1,0.033483191,6.89352E-05
5874,6037132502,California,CA,Los Angeles,9,3207,3132,2300,1206,1241,1355,0.456106255,0.218850495,1580,0.492672279,1314,0.41954023,201,0.148339483,245,0.203150912,307,0.133478261,199,0.062051762,784,0.244465232,0.18974359,8.770829863,70.77612,0.240460344,30,0.3,276.3145235,13.9590724,341,0.274778405,0.055260099,0.181879844,6.015348388,0,0.007100675,23.26141899,11.16137526,31.92743782,15.31953466,22.3492065,10.72367426,19.15646271,9.19172079,7.753806335,3.720458415,23.26141899,11.16137526,2.280531273,1.094252476,24.62973775,11.81792674,15.96371891,7.659767332,19.15646269,9.191720798,27.82248153,13.34988021,0,0,21.43699397,10.28597327,51,78,34,76,95,89,54,60,89,65,51,70,49,42,17,51,5,54,35,42,61,0,47,57,72,69,83,55,71,63,79,40,52,57,74,8,11,59,73,43,59,47,64,63,80,0,0,55,72,614444,10361,0,0,0,2,0.03427145,6.11062E-05
5875,6037132700,California,CA,Los Angeles,9,4735,4722,3375,1660,1752,2718,0.553251177,0.213579012,3313,0.69968321,1921,0.406819144,156,0.057395143,296,0.178313253,996,0.295111111,308,0.065047518,759,0.160295671,0.13025641,8.897812603,71.3343,0.250305329,30,0.3,297.480389,5.213639312,1137,0.648972603,0.061467855,0.227661792,4.925285256,0,0.003053616,29.87556357,11.53326667,39.28083359,15.16410988,28.7690612,11.10610862,23.23654943,8.970318504,9.405270009,3.630843204,28.76906122,11.10610865,1.106502355,0.427158025,48.13285242,18.58137408,21.57679591,8.329581486,28.76906122,11.10610865,30.42881475,11.74684569,0,0,22.68329827,8.756739511,66,77,55,75,48,85,82,64,62,8,54,71,52,42,17,52,2,87,39,52,55,0,41,66,73,78,83,64,72,71,78,47,51,66,73,4,4,86,89,53,62,63,71,67,75,0,0,57,66,1310875,10477,0,0,1,2,0.04882815,0.000129228
5876,6037132900,California,CA,Los Angeles,9,3763,3763,2553,1304,1370,1898,0.347196386,0.151082748,1511,0.401541323,1102,0.292851448,66,0.034773446,192,0.147239264,313,0.122600862,280,0.074408716,550,0.146159979,0.157948718,8.926143288,70.63347,0.24612213,30,0.3,306.8125919,25.88694821,524,0.382481752,0.061115151,0.252632343,4.057586093,0,0.003661822,18.74860484,8.158468365,24.30374701,10.57579233,17.70701569,7.705220148,14.58224821,6.345475416,5.902338562,2.568406716,18.40140845,8.007385618,2.777571087,1.20866198,22.56776508,9.820378588,13.54065905,5.892227153,19.09580122,8.309551113,16.31823014,7.100889133,0,0,14.92944459,6.496558143,33,55,24,57,22,80,51,75,55,27,54,70,51,42,17,53,8,65,39,55,47,0,43,50,61,57,69,45,58,54,66,32,42,47,61,9,12,56,65,38,50,47,60,42,56,0,0,42,53,1184831,9256,0,0,0,0,0.056642612,0.000116773
5877,6037133000,California,CA,Los Angeles,9,4449,4362,3266,1437,1468,2391,0.477937951,0.156205821,2990,0.672061137,1238,0.283814764,236,0.098703471,168,0.11691023,367,0.112369871,360,0.08091706,619,0.139132389,0.169230769,8.706835616,70.7557,0.248510349,30,0.3,268.6194683,112.3269908,1120,0.762942779,0.052522283,0.158642256,8.060483691,2.617638022,0.003031264,23.41895958,7.654085234,33.45565654,10.93440748,24.3748355,7.966496871,20.07339394,6.560644482,8.124945167,2.655498957,23.89689753,7.810291055,13.86020057,4.529968812,44.92616736,14.68334718,15.77195237,5.154792096,17.20576622,5.62340956,34.41153244,11.24681912,39.19091195,12.80887733,19.59545597,6.404438665,55,57,52,55,82,73,49,81,51,42,49,70,51,42,17,50,29,94,33,36,72,82,41,58,59,72,71,58,60,65,67,42,43,58,60,37,38,83,81,43,45,44,45,73,74,81,82,51,52,997188,5043,0,0,2,2,0.041759543,9.8024E-05
5878,6037133101,California,CA,Los Angeles,9,1683,1683,1191,606,606,851,0.35828877,0.141361128,782,0.464646465,424,0.251931075,33,0.038777908,112,0.184818482,91,0.076406381,135,0.080213904,199,0.118241236,0.154871795,8.829854795,70.335,0.24002011,30,0.3,286.3799326,31.56385952,386,0.636963696,0.054810156,0.198136349,5.971864379,0,0.005398803,18.63101604,7.350778674,24.72192513,9.753917856,17.55614973,6.926695272,15.04812834,5.937167376,6.09090909,2.403139176,18.63101604,7.350778674,3.22459893,1.272250155,30.81283422,12.15705704,12.54010695,4.947639492,16.48128342,6.502611904,21.85561497,8.623028829,0,0,16.12299465,6.361250775,35,52,31,49,26,86,36,81,39,25,52,69,49,42,17,52,9,86,35,46,61,0,45,50,58,58,66,45,54,55,64,33,41,48,58,11,13,67,74,36,44,42,50,53,63,0,0,45,52,659977,3851,0,0,0,0,0.033050959,6.49176E-05
5879,6037133102,California,CA,Los Angeles,9,3663,3510,2661,1372,1404,1646,0.419469119,0.202089331,1564,0.426972427,1446,0.411965812,70,0.042527339,326,0.237609329,435,0.163472379,153,0.041769042,869,0.237237237,0.154871795,8.829854795,70.335,0.24002011,30,0.3,292.1253933,13.3147127,298,0.212250712,0.057607092,0.215601409,4.54769673,0,0.005542842,21.81239421,10.5086452,28.94336924,13.94416383,20.55398683,9.902377219,17.617703,8.487751902,7.130975023,3.435518627,21.81239421,10.5086452,2.097345597,1.010446654,20.13451773,9.700287879,15.1008883,7.275215909,20.97345597,10.10446654,21.81239421,10.5086452,0,0,18.87611038,9.094019887,45,73,27,75,30,92,61,30,88,25,52,69,49,42,17,52,5,48,36,50,52,0,45,55,69,65,80,51,68,60,76,37,50,54,72,7,10,52,65,42,57,50,67,53,71,0,0,50,67,851344,4863,0,0,0,1,0.03603639,8.37321E-05
5880,6037134001,California,CA,Los Angeles,9,3757,3757,2458,948,965,2273,0.64426404,0.222310063,3243,0.863188714,1598,0.425339367,155,0.068191817,118,0.124472574,777,0.316110659,184,0.048975246,287,0.076390737,0.177435897,8.49500274,70.04868,0.205027651,30,0.3,253.6165696,362.8598419,344,0.356476684,0.045233523,0.214284727,11.1850848,0,0.005191051,29.63614586,10.22626289,43.80995475,15.11708427,25.7705616,8.89240252,27.05908968,9.337022646,10.95248868,3.779271071,31.56893798,10.89319308,41.87716263,14.45015408,39.94437051,13.78322389,18.03939313,6.224681758,31.56893798,10.89319308,54.1181794,18.67404527,0,0,28.99188182,10.00395282,80,79,75,77,59,74,84,40,14,52,46,68,40,42,17,49,65,62,28,49,84,0,45,66,69,83,83,60,64,80,79,53,52,69,73,82,83,78,79,47,52,67,70,91,90,0,0,67,71,581316,2186,0,1,4,3,0.034838413,5.70741E-05
5881,6037134002,California,CA,Los Angeles,9,3760,3760,2674,1203,1203,2130,0.530585106,0.172256558,2741,0.728989362,1249,0.332180851,138,0.064788732,112,0.093100582,669,0.250186986,211,0.056117021,605,0.160904255,0.121025641,8.529337534,70.22357,0.211364866,30,0.3,255.4045162,311.8697996,508,0.422277639,0.04611108,0.206901308,8.664342449,0,0.007039086,24.9375,8.096058246,36.61037234,11.88570253,22.28457445,7.234775436,22.28457445,7.234775436,9.019946802,2.928361486,25.99867021,8.440571363,31.83510638,10.33539351,36.07978723,11.71344597,14.85638298,4.823183636,25.46808511,8.268314805,39.79388298,12.91924188,0,0,24.9375,8.096058246,63,64,59,64,56,65,75,51,63,5,47,69,42,42,17,49,60,68,28,48,75,0,47,60,61,75,74,54,56,69,70,46,46,62,63,69,71,74,72,41,43,58,60,79,79,0,0,61,63,740801,12734,0,0,0,0,0.039801472,7.37055E-05
5882,6037134101,California,CA,Los Angeles,9,5262,5249,3456,1313,1414,2583,0.642456901,0.258686379,4245,0.80672748,2510,0.478186321,187,0.072396438,337,0.256664128,1223,0.353877315,562,0.106803497,479,0.091030027,0.132307692,8.56036137,71.83684,0.198457395,30,0.3,256.2246748,165.5003292,236,0.166902405,0.049841213,0.225420364,8.069233145,0,0.000627097,30.19547433,12.15825981,46.25689684,18.62541928,24.41336224,9.830082402,26.98318984,10.86482792,10.92176732,4.397668443,31.48038813,12.67563257,25.05581912,10.08876878,26.98318983,10.86482791,19.91616392,8.019277746,32.76530193,13.19300532,46.25689684,18.62541928,0,0,20.55862082,8.277964125,80,87,68,83,63,94,87,94,23,9,47,72,38,42,17,49,39,42,31,51,72,0,32,67,74,85,90,58,67,80,85,52,56,69,78,58,70,63,69,50,60,68,77,85,90,0,0,53,63,1065785,0,0,0,3,3,0.041336072,0.000104263
5883,6037134103,California,CA,Los Angeles,9,4495,4401,3168,1267,1330,2168,0.535273205,0.181677509,3229,0.718353726,1550,0.352192683,120,0.055350554,131,0.103393844,723,0.228219697,318,0.070745273,971,0.216017798,0.169230769,8.485647671,71.35879,0.196386242,30,0.3,251.6090241,223.581814,595,0.447368421,0.047355534,0.274927748,9.280110936,0,0.001186531,24.62256743,8.357165432,38.00439755,12.89910317,20.34038179,6.903745342,22.48147461,7.630455378,9.099644485,3.088517653,26.22838704,8.90219796,26.22838704,8.90219796,37.46912434,12.71742566,15.52292294,5.268647772,30.51057268,10.35561803,41.21603678,13.98916822,0,0,19.26983538,6.540390338,64,67,58,67,46,68,72,71,83,42,46,71,38,42,17,49,49,70,29,57,77,0,36,59,62,77,77,51,54,70,72,46,47,62,65,61,64,76,76,42,46,65,68,80,82,0,0,51,53,1040917,9622,0,0,1,1,0.053098378,0.000102774
5884,6037134104,California,CA,Los Angeles,9,4308,4295,2941,1298,1374,2424,0.582566722,0.207214367,3563,0.827065924,1452,0.33806752,232,0.095709571,216,0.166409861,742,0.252295138,321,0.074512535,579,0.134401114,0.183589744,8.532027123,71.28191,0.200037916,30,0.3,254.4939074,30.07723654,177,0.128820961,0.048098887,0.232671198,8.396817472,0,0.000861448,27.38063594,9.739075239,41.36223727,14.71222004,22.72010216,8.081360313,24.46780232,8.703003414,9.903634274,3.522644239,28.54576938,10.15350397,5.243100499,1.864929301,21.55496872,7.666931571,17.47700166,6.216431004,30.29346955,10.77514707,43.10993744,15.33386314,0,0,19.80726855,7.045288471,71,75,70,65,80,83,75,75,49,59,47,71,39,42,17,49,9,37,30,52,74,0,34,63,67,80,82,55,60,74,77,49,50,65,70,16,17,54,56,46,52,65,70,82,85,0,0,52,57,647979,0,0,0,2,2,0.031981054,6.33885E-05
5885,6037134201,California,CA,Los Angeles,9,4587,4583,3076,1314,1385,2781,0.462043711,0.133827957,3334,0.726836712,904,0.197250709,202,0.072635743,173,0.131659056,454,0.147594278,282,0.06147809,448,0.097667321,0.12,8.442607671,70.8297,0.192173428,30,0.3,248.6521901,245.3271043,822,0.593501805,0.045057024,0.278385022,9.49256791,0,0.001624183,20.79196699,6.022258077,32.34305976,9.367957008,16.6335736,4.817806452,19.40583586,5.620774194,7.854743087,2.275075269,22.17809812,6.423741948,24.02627296,6.959053777,38.349628,11.10772045,12.9372239,3.747182803,26.33649152,7.628193564,36.03940944,10.43858067,0,0,17.55766101,5.085462376,52,48,59,38,64,76,58,59,26,5,45,70,36,42,17,48,52,83,28,57,78,0,38,54,50,70,64,43,41,63,62,41,39,55,52,57,54,76,70,37,35,59,57,74,71,0,0,48,43,1459411,7345,0,0,0,0,0.049928756,0.000143488
5886,6037134302,California,CA,Los Angeles,9,4082,4073,2990,1369,1395,2215,0.408734315,0.12249814,2472,0.605585497,863,0.211883133,110,0.0496614,84,0.061358656,366,0.122408027,176,0.04311612,777,0.190347869,0.167179487,8.289241096,69.69432,0.167374687,30,0.3,209.6715625,112.5642436,837,0.6,0.040097833,0.25870336,6.037921292,0,0.039232389,17.57557555,5.267420039,27.38519911,8.20737541,11.85329514,3.55244606,17.16684123,5.14492188,6.948483355,2.08246838,18.80177849,5.634914461,11.85329514,3.552446073,34.33368247,10.2898438,9.809623562,2.939955371,22.48038733,6.737397725,25.34152753,7.594884708,0,0,23.29785596,6.982394006,43,43,46,41,39,50,51,32,75,40,43,67,29,42,17,46,29,84,24,55,62,0,57,48,45,62,59,33,32,59,59,37,37,48,47,32,30,72,67,30,27,53,52,59,58,0,0,58,56,1299631,7244,0,0,0,0,0.046115203,0.000127848
5887,6037134303,California,CA,Los Angeles,9,5556,5460,4179,1912,1912,3229,0.410528169,0.153720774,3185,0.57325414,1353,0.247802198,340,0.105295757,81,0.042364017,835,0.199808567,136,0.024478042,964,0.17350612,0.173333333,8.358390685,69.35056,0.175029686,30,0.3,245.2364075,299.4393738,955,0.499476987,0.041398767,0.211764874,6.548892549,1.649116323,0.035473643,18.06323942,6.763714071,27.50538731,10.29929188,12.72637324,4.765343994,17.2421831,6.456272508,6.978978873,2.613253158,19.7053521,7.378597168,24.22116196,9.069525686,30.78961266,11.52905808,10.26320422,3.843019359,20.11588027,7.532317943,26.68433097,9.991850332,31.61066899,11.83649962,22.98957745,8.608363363,43,56,42,48,84,39,67,11,68,47,44,67,31,42,17,48,59,75,25,49,65,77,56,49,54,62,68,35,41,59,66,37,43,50,58,57,65,67,72,31,35,49,56,61,69,76,80,58,65,1570731,14226,0,0,0,1,0.052816653,0.000155033
5888,6037134304,California,CA,Los Angeles,9,2885,2711,2162,940,964,1432,0.47772059,0.156210137,1920,0.665511265,786,0.289929915,141,0.098463687,89,0.094680851,285,0.131822387,232,0.080415945,507,0.175736568,0.166153846,8.33849589,69.98674,0.175669404,30,0.3,242.754854,382.3973511,420,0.435684647,0.041716394,0.291321326,7.26568065,2.789566378,0.005691389,20.54198538,6.717035901,32.48500013,10.62228933,14.80933829,4.842514247,20.06426478,6.560825754,8.12125003,2.655572329,22.93058833,7.498086588,31.52955895,10.30986906,32.96272072,10.77849947,11.94301475,3.905253431,27.70779423,9.06018796,32.48500013,10.62228933,39.65080898,12.96544139,21.49742656,7.029456176,55,57,52,56,81,65,54,81,69,38,43,68,31,42,17,48,66,69,25,58,68,83,45,53,54,70,69,39,41,65,67,42,43,56,58,69,70,70,69,35,36,61,63,70,72,81,83,55,56,1020442,0,0,0,1,1,0.040279141,9.98266E-05
5889,6037134305,California,CA,Los Angeles,9,3726,3726,2115,1188,1230,2145,0.70101986,0.251795335,3392,0.910359635,1832,0.491680086,96,0.044755245,227,0.191077441,662,0.313002364,351,0.094202899,175,0.046967257,0.218461538,8.366224932,70.67054,0.185870849,30,0.3,243.3758141,834.7731305,382,0.310569106,0.042731804,0.343412246,10.85909078,0,0.003542138,30.84487386,11.07899473,49.07139023,17.62567344,23.83467524,8.56104139,29.44283412,10.57540407,11.91733762,4.280520695,33.6489533,12.08617607,57.48362856,20.64721746,40.65915191,14.60412942,18.22651637,6.546678706,43.46323135,15.61131076,58.18464842,20.89901279,0,0,29.44283414,10.57540406,88,86,83,85,33,87,83,90,4,88,44,70,34,42,17,48,82,58,26,62,83,0,42,67,71,88,88,57,62,84,84,55,55,72,76,94,93,79,81,48,53,80,82,93,93,0,0,68,73,357578,0,0,1,5,6,0.02508123,3.49823E-05
5890,6037134306,California,CA,Los Angeles,9,4387,4271,3105,1463,1471,2166,0.6448414,0.204419028,3773,0.86004103,1835,0.42964177,157,0.072483841,194,0.132604238,741,0.238647343,347,0.079097333,743,0.16936403,0.148717949,8.393610959,70.23197,0.187101028,30,0.3,246.0438135,213.8858706,227,0.154316791,0.042925029,0.27343252,8.465365331,3.77691073,0.004215798,28.37302161,8.994437239,44.49405661,14.10491294,22.569449,7.15466598,27.0833388,8.585599176,10.9623038,3.475123476,30.95238721,9.812113352,30.95238721,9.812113352,26.43849741,8.381180155,16.76587641,5.314894732,36.75595981,11.65188461,47.71826361,15.12700808,56.10120182,17.78445545,28.37302161,8.994437239,80,74,75,78,63,77,74,80,67,20,44,69,35,42,17,48,48,41,26,57,74,87,44,64,64,83,80,55,56,80,76,53,50,69,69,68,68,62,60,45,46,73,73,86,84,92,90,66,67,619830,0,0,0,4,3,0.031235274,6.06345E-05
5891,6037134421,California,CA,Los Angeles,9,4421,4421,3077,1490,1547,2505,0.267586519,0.088570765,1760,0.398099977,606,0.13707306,213,0.08502994,55,0.036912752,127,0.041273968,173,0.039131418,769,0.173942547,0.142564103,8.191604658,68.11235,0.141540551,30,0.3,90.60045994,74.54635894,64,0.041370394,0.036693751,0.156833486,3.228760725,0,0.003693168,11.23863379,3.719972112,17.12553721,5.668528933,5.886903418,1.94855683,11.2386338,3.71997213,4.548970823,1.505703005,9.900701199,3.27711829,5.084143859,1.682844527,5.619316897,1.859986056,5.886903416,1.948556821,9.365528161,3.09997676,10.43587424,3.454259819,0,0,11.50622031,3.808542877,19,22,24,22,74,35,20,26,69,15,42,64,22,42,17,37,19,21,22,35,39,0,43,32,34,45,46,19,20,47,49,25,27,28,29,16,16,17,18,19,18,28,29,29,31,0,0,33,34,2134568,0,0,0,0,0,0.05829661,0.000208789
5892,6037134422,California,CA,Los Angeles,9,4809,4809,3494,1546,1653,2425,0.268351009,0.089125854,2069,0.430234976,512,0.106467041,165,0.068041237,92,0.059508409,166,0.047510017,274,0.056976502,843,0.175296319,0.164102564,8.276179178,68.59895,0.164465538,30,0.3,216.8117509,220.3749713,430,0.260133091,0.038793584,0.185304269,4.465733002,0,0.017615542,11.53909337,3.832411706,17.44281555,5.793180486,7.513828252,2.495523912,11.27074238,3.743285868,4.561967153,1.515139518,12.34414639,4.099789267,13.14919942,4.367166828,14.22260345,4.723670242,6.172073196,2.049894633,11.53909337,3.832411706,13.68590143,4.545418535,0,0,14.22260345,4.723670242,19,22,27,14,59,49,23,52,69,35,43,65,28,42,17,46,49,53,23,43,51,0,53,33,35,46,46,23,24,48,49,25,28,34,36,35,36,40,39,20,19,32,34,37,39,0,0,40,40,2338224,9988,0,0,0,0,0.078778419,0.00022969
5893,6037134423,California,CA,Los Angeles,9,3385,3385,2676,1314,1346,1599,0.27577548,0.09449251,1222,0.361004431,645,0.190546529,87,0.054409006,9,0.006849315,198,0.073991031,120,0.035450517,992,0.293057607,0.146666667,8.22017726,69.16367,0.161949637,30,0.3,146.3960535,273.8168135,291,0.216196137,0.038365178,0.218841857,4.481168933,0,0.040397819,11.58257016,3.968685399,18.20118168,6.236505628,7.44593796,2.55129777,11.58257016,3.96868542,4.68818316,1.60637267,11.58257016,3.968685399,15.44342688,5.291580533,13.23722304,4.535640457,6.342836041,2.173327719,13.788774,4.724625476,14.06454948,4.819117985,0,0,15.71920236,5.386073042,20,26,20,36,44,11,35,21,94,18,42,66,27,42,17,42,56,48,23,50,51,0,57,33,36,47,50,23,25,48,51,26,29,32,35,40,43,37,37,20,20,37,40,37,41,0,0,44,45,1560693,6351,0,0,0,0,0.056808959,0.000153299
5894,6037134424,California,CA,Los Angeles,9,2857,2857,2244,1020,1020,1550,0.183584179,0.06191986,933,0.326566328,116,0.04060203,106,0.068387097,45,0.044117647,98,0.043672014,129,0.045152258,722,0.252712636,0.112820513,8.107046027,68.29342,0.129373234,30,0.3,17.21328811,87.44242823,4,0.003921569,0.035962348,0.167230465,2.317630142,0,0.005762546,7.526951348,2.538714268,11.74938747,3.962871053,3.488099401,1.17647734,7.710535518,2.60063412,3.120931043,1.05263762,3.304515226,1.114557484,4.222436122,1.424156785,1.101505075,0.371519161,3.855267763,1.300317064,6.97619881,2.352954688,5.507525376,1.857595806,0,0,8.444872244,2.848313569,6,6,16,2,59,40,21,35,90,3,41,64,19,42,17,18,23,6,21,38,30,0,46,22,25,33,34,12,12,43,43,19,20,11,10,13,14,0,0,13,12,22,23,17,18,0,0,25,26,3710990,0,0,0,0,0,0.082835421,0.000363033
