OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,CANCER,RESP,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_CANCER,D5_CANCER,D2_RESP,D5_RESP,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_CANCER,P_RESP,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_CANCER,P_D5_CANCER,P_D2_RESP,P_D5_RESP,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
5895,6037134520,California,CA,Los Angeles,9,5439,5439,3529,1868,2059,3014,0.713826071,0.269762066,4803,0.88306674,2962,0.544585402,179,0.059389516,506,0.270877944,1079,0.305752338,386,0.070968928,493,0.090641662,0.168205128,8.468419178,69.42173,0.202874884,30,0.3,252.5731948,300.858696,250,0.121418164,0.043752817,0.192346209,8.962374375,7.658391479,0.037655748,32.12217319,12.13929295,47.82634675,18.07405839,27.83921677,10.52072057,29.98069498,11.33000677,12.13504321,4.585955122,34.97747748,13.21834121,42.11573819,15.91596187,25.69773855,9.711434359,18.55947785,7.013813704,32.12217319,12.13929295,54.25078139,20.50191698,67.81347674,25.62739622,39.97425997,15.10667567,89,89,78,90,50,94,83,71,22,41,45,67,39,42,17,49,59,36,26,45,76,95,56,69,74,86,89,63,70,85,86,56,57,73,79,82,86,61,65,48,56,67,74,91,92,97,97,81,85,950602,16628,0,0,6,6,0.0405711,9.46029E-05
5896,6037134521,California,CA,Los Angeles,9,3087,3087,1805,755,784,1659,0.709588597,0.342295185,2997,0.970845481,1384,0.448331714,97,0.058468957,324,0.429139073,782,0.433240997,257,0.083252349,129,0.041788144,,8.459820274,70.00721,0.194105386,30,0.3,251.7784487,146.0362987,208,0.265306122,0.04453716,0.222087461,11.7121758,4.732220051,0.003265205,31.93148688,15.40328334,48.25202462,23.2760726,26.25477809,12.66492185,29.80272107,14.37639777,12.06300615,5.819018145,34.76984127,16.77246408,25.5451895,12.32262667,37.60819566,18.14164482,19.15889213,9.241970001,36.18901846,17.45705445,60.31503077,29.09509074,63.86297376,30.80656667,29.80272109,14.37639778,89,97,93,80,49,98,93,83,3,,45,68,37,42,17,49,36,53,27,51,85,90,42,68,82,87,95,61,76,85,91,55,62,73,87,59,77,76,88,49,65,72,86,94,98,96,99,68,84,351788,0,0,0,4,9,0.024121958,3.44105E-05
5897,6037134522,California,CA,Los Angeles,9,4490,4490,2901,1437,1549,2526,0.654899777,0.264376793,3411,0.759688196,2470,0.550111359,116,0.045922407,373,0.259568546,710,0.244743192,288,0.064142539,334,0.074387528,0.221538462,8.418428767,69.79034,0.188968166,30,0.3,248.8947629,355.3705552,534,0.344738541,0.043316106,0.230125829,8.571616805,8.879062054,0.007327663,29.47048998,11.89695568,44.53318486,17.97762192,22.92149219,9.253187755,27.50579063,11.10382531,11.13329621,4.494405481,32.09008909,12.95446285,41.91358575,16.92011475,39.94888641,16.12698437,17.02739421,6.873796616,34.05478842,13.74759323,48.46258352,19.56388268,62.87037862,25.38017212,30.78028953,12.42570927,82,88,62,90,34,94,75,63,13,89,45,68,35,42,17,49,64,61,26,52,74,96,47,66,74,83,89,55,65,81,85,53,56,70,79,82,88,78,85,45,55,70,78,87,91,95,96,70,79,615291,0,0,0,5,6,0.031031977,6.01857E-05
5898,6037134710,California,CA,Los Angeles,9,5441,5410,3321,1599,1656,2750,0.720498298,0.272310274,4600,0.845432825,3222,0.595563771,134,0.048727273,356,0.222639149,958,0.288467329,579,0.106414262,483,0.088770447,0.206153846,8.546512329,70.55972,0.201879836,30,0.3,256.5236504,70.14379258,668,0.403381643,0.047652572,0.211712833,8.143614338,0,0.002457226,33.86342,12.79858286,49.71438255,18.78940888,28.09943362,10.62010069,30.26092852,11.43703151,12.24847107,4.629274658,35.30441659,13.34320341,12.96896936,4.901584926,47.55288766,17.97247806,21.61494893,8.16930821,35.30441659,13.34320341,52.59637574,19.87864998,0,0,28.81993191,10.89241095,90,89,73,93,38,91,81,94,21,80,47,69,39,42,17,49,18,66,30,49,73,0,40,70,76,88,90,63,70,86,86,56,57,73,80,35,40,86,88,53,61,71,77,90,92,0,0,67,75,566354,4275,0,0,4,5,0.029884682,5.58169E-05
5899,6037134720,California,CA,Los Angeles,9,5417,5417,3621,1759,1801,3189,0.580025845,0.191932005,4503,0.831271922,1781,0.328779767,236,0.07400439,275,0.156338829,741,0.204639602,288,0.053165959,505,0.093225032,0.195897436,8.596521918,71.02181,0.206016929,30,0.3,259.7239466,126.1864078,651,0.361465852,0.049482938,0.193690304,7.382656183,2.313423259,0.000949966,27.84124054,9.212736236,41.18183496,13.62717235,23.2010338,7.6772802,24.36108549,8.06114421,9.860439365,3.262844085,28.42126638,9.404668241,18.56082703,6.141824157,36.54162821,12.09171631,17.98080118,5.949892152,26.10116301,8.636940221,40.02178327,13.24330834,46.98209341,15.5464924,20.30090456,6.717620172,71,70,71,63,65,82,68,46,24,71,48,71,40,42,17,49,32,63,31,45,69,81,35,64,65,80,79,56,58,74,74,49,48,65,67,47,49,74,74,47,50,59,62,79,80,86,86,53,54,989535,0,0,0,2,2,0.040985168,9.67926E-05
5900,6037134801,California,CA,Los Angeles,9,3001,2993,2308,1094,1137,1656,0.515250569,0.15005651,2142,0.713762079,948,0.316739058,111,0.067028986,83,0.075868373,311,0.1347487,129,0.042985671,531,0.17694102,0.155897436,8.624113699,70.35618,0.253862937,30,0.3,261.3839206,75.32114441,757,0.665787159,0.048290293,0.176698382,7.171379534,0,0.00783819,24.73202729,7.202712502,35.55228923,10.35389922,27.30828016,7.95299503,21.6405239,6.30237342,8.759259673,2.55096067,25.76252843,7.502825523,10.30501137,3.001130209,45.34205003,13.20497292,15.45751706,4.501695314,21.12527331,6.152316929,35.03703866,10.20384271,0,0,24.73202729,7.202712502,60,55,57,61,58,57,54,31,70,26,48,69,53,42,17,50,20,88,30,41,68,0,48,59,57,74,68,62,60,68,66,45,42,61,59,29,26,83,77,42,41,51,48,73,70,0,0,61,57,914090,10131,0,0,1,0,0.039537324,9.03958E-05
5901,6037134802,California,CA,Los Angeles,9,2825,2820,2163,812,893,1519,0.455589971,0.15747186,1962,0.694513274,611,0.216666667,97,0.063857801,89,0.109605911,522,0.241331484,73,0.025840708,531,0.187964602,0.155897436,8.624113699,70.35618,0.253862937,30,0.3,265.0555558,83.00766911,732,0.819708847,0.050332473,0.162058624,8.505066813,2.939586026,0.003437503,21.86831858,7.558649272,31.43570796,10.86555833,24.14626846,8.34600858,19.13477878,6.61381812,7.745029507,2.67702162,22.77949853,7.873592991,10.02297935,3.464380916,44.19222714,15.2747704,14.12328909,4.881627655,16.85682891,5.826458814,33.71365782,11.65291763,38.26955752,13.22763623,19.13477876,6.613818113,51,58,55,42,55,70,74,12,74,26,48,69,53,42,17,50,22,97,31,37,74,84,42,55,58,69,70,57,61,63,67,40,43,56,61,28,29,82,83,39,43,43,47,72,75,80,83,51,54,945130,5060,0,1,2,2,0.038344948,9.29343E-05
5902,6037134901,California,CA,Los Angeles,9,2610,2601,1909,990,1039,1511,0.385162206,0.173372555,982,0.376245211,1025,0.3940792,156,0.103242886,130,0.131313131,165,0.086432687,103,0.039463602,519,0.198850575,0.151794872,8.730739452,69.94584,0.259245674,30,0.4,273.2003024,58.38688731,849,0.817131858,0.051981021,0.168421289,7.810091614,0,0.004718807,19.25811028,8.668627762,26.19102998,11.78933376,20.79875912,9.36211797,16.17681265,7.28164731,21.95424574,9.882235635,19.64327248,8.842000317,5.777433083,2.600588329,37.36073394,16.81713786,12.71035278,5.721294323,15.02132602,6.761529654,27.34651659,12.30945142,0,0,16.94713704,7.62839243,39,64,21,73,84,76,40,26,78,22,50,68,54,42,57,51,15,97,33,39,71,0,44,51,63,60,74,52,65,57,71,66,76,50,65,18,23,75,86,36,49,40,52,62,77,0,0,46,60,1053137,8888,0,1,0,1,0.04731486,0.000103862
5903,6037134904,California,CA,Los Angeles,9,4701,4692,3488,1428,1501,3052,0.540923232,0.182889192,3644,0.775154223,1439,0.306692242,381,0.124836173,158,0.110644258,837,0.239965596,174,0.037013401,496,0.105509466,0.132307692,8.600803836,69.63643,0.256342338,30,0.4,261.9222133,116.6179137,811,0.540306462,0.047038367,0.166999369,7.05286872,0,0.013574996,25.96431515,8.77868123,36.24185656,12.25357588,28.6689313,9.693127176,22.71877574,7.681346064,30.83262422,10.42468394,27.04616162,9.144459615,16.22769697,5.486675769,42.73293535,14.44824619,15.68677374,5.303786576,20.55508283,6.949789307,36.24185656,12.25357588,0,0,27.58708485,9.327348807,65,67,64,59,91,70,74,23,31,9,48,67,53,42,57,50,30,79,29,38,67,0,51,61,63,75,75,64,67,70,72,75,77,63,66,42,44,81,81,43,46,50,53,75,77,0,0,65,68,1031886,7874,0,0,1,1,0.048721368,0.00010169
5904,6037134905,California,CA,Los Angeles,9,5028,5028,4351,2600,2923,3670,0.39956245,0.115878657,2518,0.500795545,1500,0.298329356,214,0.058310627,169,0.065,17,0.003907148,163,0.032418457,402,0.079952267,0.153846154,8.608669589,68.93351,0.256261076,30,0.3,262.289194,97.04462977,56,0.019158399,0.045540163,0.147663926,6.911324156,0,0.002139699,19.17899761,5.562175526,26.37112172,7.647991348,21.17680985,6.141568821,16.7816229,4.866903594,6.79256165,1.969937169,19.97812251,5.793932839,9.989061257,2.89696642,5.194311854,1.506422538,11.18774861,3.24460239,13.18556086,3.823995674,26.77068417,7.763870005,0,0,15.58293556,4.519267615,42,39,35,58,49,52,2,18,16,24,48,66,53,42,17,50,25,13,28,33,67,0,39,51,47,60,57,52,50,58,58,36,35,51,48,28,25,16,15,33,30,36,34,62,59,0,0,43,39,2586737,0,0,0,0,0,0.069299136,0.000252962
5905,6037134906,California,CA,Los Angeles,9,3269,3269,2357,1131,1156,2049,0.536708474,0.181215028,2720,0.832058734,789,0.241358214,160,0.078086872,221,0.195402299,495,0.210012728,172,0.052615479,264,0.080758642,,8.527393425,69.26854,0.254307311,30,0.3,258.1202477,351.4857959,124,0.107266436,0.045465672,0.171329296,7.820438427,0,0.016324606,25.22529826,8.517106317,35.95946773,12.14140688,28.44554912,9.604396484,22.54175591,7.611031176,9.124044058,3.080655476,26.2987152,8.879536373,34.34934231,11.59776179,18.2480881,6.161310953,15.02783726,5.074020784,20.93163047,7.067386093,38.10630162,12.86626699,0,0,27.90884062,9.423181457,64,67,71,47,68,88,69,45,17,,47,67,53,42,17,49,64,34,28,39,71,0,52,60,63,75,75,63,66,70,72,46,47,62,65,72,75,48,48,41,45,50,54,77,79,0,0,66,69,172993,1794,0,0,0,0,0.021616384,1.70947E-05
5906,6037134907,California,CA,Los Angeles,9,3354,3354,2784,1532,1684,2364,0.429487179,0.142695836,1645,0.490459153,1236,0.368515206,347,0.14678511,85,0.055483029,0,0,329,0.098091831,0,0,,8.527393425,69.26854,0.254307311,30,0.3,258.0221836,83.42871272,13,0.007719715,0.044866595,0.170143782,9.064443068,4.53751893,0.007800941,20.18589744,6.706704297,28.77564103,9.560621019,22.76282049,7.562879308,18.03846152,5.993225112,7.301282043,2.425829212,21.04487179,6.992095969,9.448717949,3.139308394,3.435897436,1.141566689,11.59615385,3.852787575,16.75,5.565137608,32.64102564,10.84488354,38.22435897,12.69992941,20.61538462,6.849400133,46,52,33,69,95,47,0,91,0,,47,67,53,42,17,49,22,8,27,39,76,89,48,53,54,64,65,55,58,61,64,38,41,53,55,27,27,11,12,34,36,43,45,70,72,80,82,53,55,391494,0,0,0,1,1,0.028893206,3.82886E-05
5907,6037135102,California,CA,Los Angeles,9,3672,3666,2780,1214,1291,2065,0.274630592,0.078258821,1474,0.401416122,542,0.147845063,35,0.016949153,27,0.022240527,143,0.051438849,225,0.06127451,815,0.221949891,0.152820513,8.394315068,68.19121,0.216410474,30,0.3,248.6522236,7.498854068,635,0.49186677,0.040584152,0.158449451,6.531219891,1.635823347,0.015849477,12.08374606,3.443388117,17.57635791,5.008564534,11.80911546,3.365129303,11.53448486,3.286870482,4.668720064,1.330399957,13.45689903,3.834682221,0.823891777,0.234776463,20.59729443,5.869411563,6.591134217,1.8782117,9.886701325,2.81731755,17.8509885,5.086823355,20.87192502,5.947670384,14.2807908,4.069458684,20,15,24,25,6,25,25,58,84,23,44,64,43,42,17,49,3,75,24,36,65,76,52,35,32,46,42,33,31,48,46,26,24,36,34,3,2,53,46,21,18,29,27,45,43,69,67,40,36,1653273,15192,0,0,0,0,0.054993402,0.000163173
5908,6037135111,California,CA,Los Angeles,9,3785,3785,2417,1258,1317,2067,0.321003963,0.102218266,2026,0.535270806,404,0.10673712,121,0.058538945,17,0.013513514,352,0.145635085,263,0.069484808,485,0.128137384,0.186666667,8.422776164,68.70263,0.215488575,30,0.3,250.9763592,410.8143027,819,0.621867882,0.041901059,0.170771258,9.508923808,0,0.019177769,14.44517834,4.599821975,20.8652576,6.644187297,13.80317041,4.395385438,13.48216645,4.293167172,5.457067371,1.737710522,15.72919419,5.008695039,21.82826948,6.950842095,27.60634082,8.790770885,8.025099075,2.555456653,12.51915456,3.986512378,25.03830911,7.973024756,0,0,17.01321004,5.417568104,28,30,38,14,49,17,57,69,45,62,45,65,43,42,17,49,68,86,25,39,78,0,53,41,41,52,52,37,38,52,53,30,31,41,42,53,54,63,61,25,24,35,35,59,60,0,0,47,46,1025998,13698,0,1,0,0,0.039890663,0.000101685
5909,6037135113,California,CA,Los Angeles,9,3225,3225,2440,1345,1498,2114,0.378294574,0.104205498,1739,0.539224806,701,0.217364341,120,0.056764428,35,0.026022305,111,0.045491803,187,0.057984496,423,0.131162791,0.175384615,8.496817808,68.14241,0.244996986,30,0.3,256.5815656,192.6862982,120,0.080106809,0.041875852,0.141310605,8.652336241,0,0.003096247,17.40155039,4.793452928,24.21085271,6.6691519,18.9147287,5.2102749,15.88837211,4.376630916,6.431007758,1.771493466,18.53643411,5.106069424,17.02325581,4.68924743,11.34883721,3.126164953,9.457364341,2.605137461,11.72713178,3.230370452,28.37209302,7.815412383,0,0,15.51007752,4.272425436,38,32,39,42,47,27,22,54,47,50,46,64,50,42,17,49,45,30,25,31,75,0,41,47,42,57,52,48,44,56,54,35,32,48,43,43,39,33,28,29,24,33,30,64,59,0,0,43,37,643588,0,0,0,0,0,0.041764989,6.29361E-05
5910,6037135115,California,CA,Los Angeles,9,3118,3105,2198,1455,1836,1954,0.391303521,0.097770314,1920,0.615779346,518,0.166827697,206,0.10542477,126,0.086597938,31,0.014103731,219,0.070237332,298,0.095574086,0.115897436,8.476479726,68.64874,0.248223846,30,0.3,252.8977567,148.1045114,249,0.135620915,0.041870909,0.148307253,10.35770043,0,0.003467679,17.99996199,4.497434459,25.4347289,6.355070432,19.95647957,4.986286014,16.43474788,4.106353188,6.652159857,1.662095338,19.17387255,4.790745402,14.08692677,3.519731316,14.86953382,3.715271945,9.782588037,2.444257858,12.91301621,3.226420373,31.69558524,7.919395461,0,0,16.4347479,4.106353202,40,28,47,30,85,62,6,70,25,3,46,65,51,42,17,49,36,38,25,33,81,0,42,49,40,59,50,50,42,58,52,36,30,49,41,37,30,41,32,30,23,35,30,69,60,0,0,45,36,331039,2486,0,1,0,0,0.0254345,3.26167E-05
5911,6037135116,California,CA,Los Angeles,9,1586,1586,1204,1000,1000,923,0.34331652,0.152321774,744,0.469104666,345,0.217528373,200,0.216684724,111,0.111,121,0.100498339,79,0.049810845,318,0.200504414,0.115897436,8.476479726,68.64874,0.248223846,30,0.3,256.2491225,5.189724564,51,0.051,0.043722395,0.152541584,8.59584749,0.965083608,0.002733156,15.7925599,7.00680162,22.31557377,9.900915333,17.50914252,7.768410474,14.41929384,6.397514508,5.83638084,2.589470158,16.82250946,7.463766943,0.686633039,0.304643549,8.239596469,3.655722584,8.926229508,3.960366133,11.67276166,5.178940328,25.74873897,11.42413308,24.37547289,10.81484598,14.0759773,6.245192748,32,56,31,42,99,71,45,41,79,3,46,65,51,42,17,49,2,24,26,34,75,71,41,44,56,54,67,45,59,53,66,32,42,44,58,3,3,24,31,28,37,33,43,60,74,71,78,40,51,934301,2171,0,1,0,0,0.03863318,9.15848E-05
5912,6037135201,California,CA,Los Angeles,9,2925,2925,1809,876,936,1481,0.274188034,0.102585152,1054,0.36034188,550,0.188034188,218,0.147197839,4,0.00456621,59,0.032614704,224,0.076581197,377,0.128888889,0.140512821,8.344938082,67.9424,0.203233888,30,0.3,245.4725478,193.1068281,507,0.541666667,0.039221932,0.152347135,6.530864428,2.463777,0.006586936,12.0642735,4.513746707,17.27384615,6.462864603,10.96752136,4.10340608,11.51589743,4.308576384,4.661196578,1.743947584,13.16102564,4.924087317,12.33846154,4.616331859,21.6608547,8.104227042,6.306324786,2.359458506,9.322393162,3.487895183,17.82222222,6.668034908,22.4834188,8.411982499,12.61264957,4.718917012,20,31,20,36,95,9,16,77,45,14,44,63,40,42,17,48,45,79,23,34,65,82,46,35,40,46,51,31,36,48,53,26,32,36,42,33,38,54,58,20,22,28,32,45,53,70,73,36,40,1531444,351,0,1,0,0,0.054045177,0.000149806
5913,6037135202,California,CA,Los Angeles,9,4531,4531,2824,1445,1518,2219,0.240233944,0.096950073,1627,0.35908188,550,0.121386008,235,0.10590356,44,0.030449827,140,0.049575071,203,0.044802472,485,0.107040388,0.177435897,8.285959726,67.70514,0.186402128,30,0.3,242.9348054,255.6750919,1113,0.733201581,0.038038756,0.143136501,5.771682199,0,0.004214816,10.33005959,4.168853121,15.13473847,6.107854573,8.40818804,3.393252555,10.08982565,4.071903066,4.083977048,1.648151241,11.53122931,4.653603484,12.97263297,5.235303919,22.34175679,9.01635675,5.285146767,2.132901597,7.447252262,3.00545225,14.41403664,5.817004355,0,0,10.57029353,4.265803194,14,27,20,18,85,31,24,34,32,52,43,63,35,42,17,48,54,93,22,31,60,0,44,30,37,41,49,25,31,46,52,23,30,32,40,35,43,56,62,17,20,23,28,38,47,0,0,31,37,1762594,0,0,1,0,0,0.052646465,0.000172379
5914,6037135204,California,CA,Los Angeles,9,4928,4928,3257,1625,1625,2619,0.306006494,0.106161404,2273,0.461241883,743,0.150771104,276,0.105383734,103,0.063384615,177,0.054344489,439,0.089082792,506,0.102678571,0.156923077,8.175293425,67.42047,0.12016845,20,0.3,236.8698342,133.5755498,441,0.271384615,0.036363992,0.130384319,3.712463719,0,0.002666301,12.85227273,4.458778962,18.9724026,6.582007039,4.896103904,1.698582464,0.918019482,0.318484212,5.202110398,1.804743868,14.68831169,5.095747385,10.09821429,3.503326327,16.52435065,5.732715808,6.426136364,2.229389481,8.568181818,2.972519308,13.46428571,4.671101769,0,0,12.54626623,4.352617558,26,33,30,26,84,51,27,87,29,27,42,62,16,3,17,48,33,54,21,28,44,0,41,37,40,49,51,16,17,17,20,29,33,39,43,28,30,45,45,21,21,26,28,36,40,0,0,36,38,1857531,0,0,0,0,0,0.056160807,0.000181664
5915,6037135205,California,CA,Los Angeles,9,2067,2053,1562,771,771,1001,0.268574479,0.13350945,625,0.302370585,482,0.234778373,138,0.137862138,59,0.076523995,96,0.061459667,168,0.081277213,564,0.272859216,0.156923077,8.175293425,67.42047,0.12016845,20,0.3,88.96944701,73.16387697,8,0.010376135,0.035073112,0.123417187,1.870871747,0,0.00209594,11.28012813,5.607396898,16.65161771,8.277585898,4.297191664,2.1361512,0.805723437,0.40052835,4.565766143,2.26966065,9.937255732,4.939849649,5.102915106,2.536679549,2.417170313,1.20158505,5.371489585,2.670188999,6.982936461,3.471245699,6.445787502,3.204226799,0,0,10.47440469,5.206868548,19,48,14,46,94,57,30,82,93,27,42,62,16,3,17,37,19,9,20,26,24,0,39,33,47,44,60,14,22,14,26,25,39,28,42,16,23,8,12,18,25,22,32,19,29,0,0,30,44,2643893,0,0,0,0,0,0.07236602,0.000258583
5916,6037137000,California,CA,Los Angeles,9,5098,5098,3765,1718,1811,2299,0.227442134,0.085321823,1319,0.258728913,1000,0.196155355,209,0.090909091,6,0.003492433,191,0.050730412,209,0.040996469,1303,0.255590428,,8.291078904,65.92968,0.157706094,30,0.3,251.5267134,728.3010592,842,0.464936499,0.037904267,0.108947734,4.209063914,0,0.001984199,9.780011769,3.668838375,12.73675951,4.77802207,5.913495484,2.218367398,9.552569628,3.583516566,3.866516278,1.450470991,11.14466457,4.180769311,18.19537073,6.825745814,16.37583366,6.143171233,5.003726952,1.877080099,4.776284818,1.791758276,11.14466457,4.180769311,0,0,8.870243233,3.327551084,12,20,9,38,77,9,25,29,91,,43,56,26,42,17,49,80,72,22,21,49,0,39,28,34,36,40,19,22,45,48,22,26,31,36,46,53,45,48,17,18,16,18,31,36,0,0,26,30,3006590,4374,0,0,0,0,0.101206685,0.000294394
5917,6037137103,California,CA,Los Angeles,9,5389,5389,4522,2399,2560,3084,0.289756912,0.110363009,1860,0.345147523,1263,0.234366302,190,0.061608301,54,0.022509379,429,0.094869527,368,0.068287252,1081,0.200593802,0.138461538,8.548981918,67.90972,0.250721608,30,0.4,261.9591011,2649.583399,34,0.01328125,0.043460847,0.126728633,7.971703337,0,0.00123479,13.61857487,5.18706144,18.25468547,6.952869589,15.06735942,5.738876468,12.1697903,4.635246378,16.51614398,6.290691513,14.48784561,5.518150468,27.81666357,10.5948489,3.187326035,1.213993103,7.533679718,2.869438243,7.82343663,2.979801253,20.86249768,7.946136673,0,0,10.43124884,3.973068337,23,36,18,46,53,25,43,68,79,13,47,63,52,42,57,50,96,11,26,27,72,0,36,39,45,47,53,40,47,49,56,61,64,39,46,63,72,10,12,24,27,24,28,51,60,0,0,30,35,759715,0,0,0,0,0,0.035176368,7.42866E-05
5918,6037137104,California,CA,Los Angeles,9,2511,2511,1830,940,1003,1288,0.261648746,0.122028804,768,0.305854241,546,0.21744325,61,0.047360248,100,0.106382979,152,0.083060109,118,0.04699323,564,0.224611708,0.155897436,8.64958137,68.27837,0.253195848,30,0.3,270.3077564,1030.007444,534,0.532402792,0.047253441,0.148786777,6.550972069,0,0.000760618,12.82078853,5.979411416,16.74551971,7.809843482,13.60573479,6.345497808,10.98924733,5.125209768,4.448028682,2.074489668,13.08243728,6.101440221,22.24014337,10.37244838,20.40860215,9.518246744,7.58781362,3.538835328,8.634408602,4.026950546,17.00716846,7.931872287,0,0,8.634408602,4.026950546,18,42,14,42,36,69,39,37,85,26,49,64,52,42,17,50,85,78,29,33,65,0,33,37,50,44,57,37,51,47,59,25,37,35,50,53,71,52,64,24,33,26,36,44,60,0,0,25,35,2564757,0,0,1,0,0,0.072997883,0.000250785
5919,6037137202,California,CA,Los Angeles,9,3416,3416,2461,1334,1383,2139,0.296692037,0.10733833,1452,0.425058548,575,0.168325527,294,0.137447405,42,0.031484258,92,0.037383178,252,0.073770492,259,0.075819672,0.162051282,8.466080548,67.46251,0.242371799,30,0.3,259.080841,1856.234081,204,0.147505423,0.042179809,0.128740192,8.100728168,2.012307354,0.002364475,13.35114169,4.830224848,18.39490632,6.654976457,14.83460185,5.3669165,12.46106555,4.50820986,5.043764629,1.82475161,14.53790984,5.259578168,27.59235948,9.982464685,11.8676815,4.293533198,7.417300937,2.683458249,8.010685012,2.898134909,21.65851874,7.835698086,23.43867096,8.479728066,11.8676815,4.293533198,24,34,26,31,94,31,18,74,14,33,45,62,50,42,17,49,93,40,25,27,73,79,40,38,42,48,52,39,45,50,55,28,33,39,44,63,69,34,36,23,25,25,27,53,60,70,73,34,37,870011,0,0,0,0,0,0.038700536,8.50717E-05
5920,6037137203,California,CA,Los Angeles,9,2548,2541,1608,849,849,1326,0.33528917,0.076795417,1478,0.580062794,230,0.090515545,119,0.08974359,0,0,67,0.041666667,57,0.022370487,308,0.120879121,0.162051282,8.466080548,67.46251,0.242371799,30,0.3,255.3713377,1214.951331,544,0.640753828,0.040331292,0.120923005,5.595835662,8.877401473,0.001911797,15.08801264,3.455793752,20.78792852,4.761315836,16.7644585,3.83977085,14.08214514,3.225407514,5.69991589,1.305522089,16.42916932,3.762975419,29.50544693,6.75799667,29.17015776,6.681201253,8.046940073,1.843090001,8.382229243,1.919885418,19.78206101,4.530929586,32.18776029,7.372360004,13.07627762,2.995021251,31,14,43,11,77,0,20,9,41,33,45,62,50,42,17,49,88,87,24,25,59,96,39,42,32,52,40,43,34,53,46,31,24,43,33,66,52,65,51,25,17,26,19,49,39,76,70,37,27,1120826,3350,0,0,0,0,0.042689582,0.000109921
